"mat_code","mat_name","genres","mat_type","anio_prod"
"2133744","JERSEY BOYS","BIOGRAFÍA - DRAMA - MUSICAL","LARGOMETRAJE","2014"
"2133763","TAMMY","COMEDIA","LARGOMETRAJE","2014"
"2133768","THIS IS WHERE I LEAVE YOU","COMEDIA - DRAMA","LARGOMETRAJE","2014"
"2134257","MINDY PROJECT, THE - Season 6","COMEDIA","SERIES","2017"
"2134546","SEARCH PARTY - Season 2","COMEDIA - DRAMA","SERIES","2017"
"2134548","THE LAST O.G. FKA (TRACY MORGAN SHOW) Season 1","COMEDIA","SERIES","2018"
"2134551","DETOUR, THE - Season 3","COMEDIA","SERIES","2018"
"2134554","MIRACLE WORKERS - Season 1","COMEDIA","SERIES","2018"
"2134555","WRECKED - Season 3","AVENTURAS - COMEDIA - TERROR","SERIES","2018"
"2134556","I'M SORRY - Season 2","COMEDIA","SERIES","2018"
"2139696","HOLLYWOOD ONE ON ONE 2018","ENTRETENIMIENTO","SERIES","2018 - 2019"
"2139753","BUZZ - Season 7","ENTRETENIMIENTO","SERIES","2018 - 2019"
"2140308","BORNING 1","ACCIÓN - COMEDIA","LARGOMETRAJE","2014"
"2140309","BORNING 2","ACCIÓN - COMEDIA","LARGOMETRAJE","2016"
"2140507","MR. PICKLES - Season 3","ANIMACIÓN","SERIES","2018"
"2140508","HOT STREETS","ANIMACIÓN","SERIES","2018"
"2141250","ART OF THE STEAL, THE","COMEDIA","LARGOMETRAJE","2013"
"2141480","EL LOBISTA","POLICIAL","SERIES","2018"
"2142437","UN GALLO PARA ESCULAPIO - Season 2","DRAMA","SERIES","2018"
"2144107","BOBCAT GOLDTHWAIT'S MISFITS & MONSTERS - SEASON 1","COMEDIA - FANTASÍA","SERIES","2018"
"2144793","ANTHROPOID","BIOGRAFÍA","LARGOMETRAJE","2016"
"2144794","BACKSTABBED","SUSPENSO","LARGOMETRAJE","2016"
"2144796","BETTING ON THE BRIDE","ROMANCE","LARGOMETRAJE","2017"
"2144797","BIGGER SPLASH, A","SUSPENSO","LARGOMETRAJE","2016"
"2144799","CHURCHILL","BIOGRAFÍA - BÉLICA - DRAMA","LARGOMETRAJE","2017"
"2144801","DISNEY ADV IN BABYSITTING (AKA FURTHER ADV IN BABYSITTING)","AVENTURAS - COMEDIA","LARGOMETRAJE","2016"
"2144802","DOUGH","COMEDIA","LARGOMETRAJE","2016"
"2144803","EAT, PLAY, LOVE","COMEDIA - ROMANCE","LARGOMETRAJE","2017"
"2144804","EVERY CHRISTMAS HAS A STORY","COMEDIA","LARGOMETRAJE","2016"
"2144805","FINAL VISION","DRAMA","LARGOMETRAJE","2017"
"2144808","GOOD NEIGHBOR, THE(AKA THE WAITING)","DRAMA - POLICIAL - TERROR","LARGOMETRAJE","2016"
"2144810","HIGH STRUNG","DRAMA - MUSICAL - ROMANCE","LARGOMETRAJE","2016"
"2144811","I'M NOT ASHAMED","BIOGRAFÍA - DRAMA","LARGOMETRAJE","2016"
"2144814","LADY MACBETH ","DRAMA","LARGOMETRAJE","2017"
"2144815","LBJ","BIOGRAFÍA","LARGOMETRAJE","2017"
"2144817","LOST IN HONG KONG","ACCIÓN - AVENTURAS - COMEDIA","LARGOMETRAJE","2015"
"2144819","M.S. DHONI: THE UNTOLD STORY","BIOGRAFÍA - DRAMA","LARGOMETRAJE","2016"
"2144820","MAN SOM HETER OVE, EN (AKA: A MAN CALLED OVE)","DRAMA","LARGOMETRAJE","2016"
"2144821","MARVEL SUPER HERO ADVENTURES: FROST FIGHT!","ANIMACIÓN - AVENTURAS","LARGOMETRAJE","2015"
"2144824","MECANICA POPULAR","DRAMA","LARGOMETRAJE","2016"
"2144825","MIDNIGHT MAN, THE","TERROR","LARGOMETRAJE","2016"
"2144826","MOMMY'S SECRET","DRAMA - SUSPENSO","LARGOMETRAJE","2016"
"2144828","MR. RIGHT","ACCIÓN - COMEDIA","LARGOMETRAJE","2016"
"2144830","PRICELESS","DRAMA - ROMANCE","LARGOMETRAJE","2016"
"2144832","SLEEP WALKING IN SUBURBIA","DRAMA","LARGOMETRAJE","2017"
"2144833","SNOWDEN","BIOGRAFÍA - DRAMA","LARGOMETRAJE","2016"
"2144834","STALKED BY MY DOCTOR: THE RETURN","DRAMA - POLICIAL - SUSPENSO","LARGOMETRAJE","2016"
"2144837","THE DINNER","DRAMA - SUSPENSO","LARGOMETRAJE","2017"
"2144839","THE STRAY","DRAMA","LARGOMETRAJE","2017"
"2144840","THE TRIP TO SPAIN","COMEDIA","LARGOMETRAJE","2017"
"2145098","HERE COMES THE BOOM","COMEDIA","LARGOMETRAJE","2012"
"2145118","I SAW THE LIGHT","BIOGRAFÍA","LARGOMETRAJE","2016"
"2145119","INDIGNATION","DRAMA","LARGOMETRAJE","2016"
"2145121","LADY IN THE VAN, THE","COMEDIA","LARGOMETRAJE","2016"
"2145124","MILES AHEAD","DRAMA","LARGOMETRAJE","2016"
"2145143","MARINE 5, THE: BATTLEGROUND","ACCIÓN - POLICIAL - SUSPENSO","LARGOMETRAJE","2017"
"2145144","SNIPER: ULTIMATE KILL","ACCIÓN - DRAMA - SUSPENSO","LARGOMETRAJE","2017"
"2145145","APPLE OF MY EYE","FAMILIAR","LARGOMETRAJE","2017"
"2145146","BABY, BABY, BABY","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2017"
"2145149","SLAMMA JAMMA","DRAMA","LARGOMETRAJE","2017"
"2145150","90 MINUTES IN HEAVEN","DRAMA","LARGOMETRAJE","2015"
"2145151","EAGLE HUNTRESS, THE","AVENTURAS - DEPORTE - DOCUMENTAL","LARGOMETRAJE","2016"
"2145152","FAMILY FANG, THE","COMEDIA - DRAMA","LARGOMETRAJE","2016"
"2145155","KINGSGLAIVE: FINAL FANTASY XV","ACCIÓN - ANIMACIÓN - AVENTURAS - CIENCIA FICCIÓN - DRAMA","LARGOMETRAJE","2016"
"2145156","LETTERS FROM MOTHER TERESA","DRAMA","LARGOMETRAJE","2015"
"2145159","O ALVO","DRAMA - SUSPENSO","LARGOMETRAJE","2015"
"2145162","WHERE HOPE GROWS","DRAMA - FAMILIAR","LARGOMETRAJE","2015"
"2145163","WOODLAWN","DEPORTE - DRAMA","LARGOMETRAJE","2015"
"2147098","UN PEQUEÑO GRAN VIAJE","ENTRETENIMIENTO","INSERTS / FILLERS SIN CONTRATO","2018"
"2151094","UN PEQUEÑO GRAN VIAJE: ESPECIAL LOS ÁNGELES","ENTRETENIMIENTO","INSERTS / FILLERS SIN CONTRATO","2019"
"2151898","HOLLYWOOD ONE ON ONE 2019 - 15 min","ENTRETENIMIENTO","SERIES","2019"
"2152339","HOT STREETS - Season 2","ANIMACIÓN","SERIES","2019"
"2156945","UN PEQUEÑO GRAN VIAJE 2","ENTRETENIMIENTO","INSERTS / FILLERS SIN CONTRATO","2019"
"2157629","BAD SANTA 2","COMEDIA - DRAMA","LARGOMETRAJE","2016"
"2157630","BEATRIZ AT DINNER","COMEDIA - DRAMA","LARGOMETRAJE","2017"
"2157638","EXCEPTION, THE","BÉLICA - DRAMA - ROMANCE","LARGOMETRAJE","2017"
"2157643","LAST WORD, THE","DRAMA","LARGOMETRAJE","2017"
"2157649","PETE'S DRAGON","ACCIÓN - AVENTURAS","LARGOMETRAJE","2017"
"2157652","QUEEN OF THE DESERT","DRAMA","LARGOMETRAJE","2017"
"2157654","RESURRECTION OF GAVIN STONE, THE","COMEDIA - DRAMA - FAMILIAR - ROMANCE","LARGOMETRAJE","2017"
"2157658","THE BIG SICK","COMEDIA - DRAMA - ROMANCE","LARGOMETRAJE","2017"
"2158139","20TH CENTURY WOMEN","COMEDIA - DRAMA","LARGOMETRAJE","2016"
"2158144","CRASH PAD","COMEDIA","LARGOMETRAJE","2017"
"2158150","ELLE","DRAMA","LARGOMETRAJE","2016"
"2158151","FORTUNE COOKIE","TERROR","LARGOMETRAJE","2016"
"2158166","TONI ERDMANN","COMEDIA - DRAMA","LARGOMETRAJE","2016"
"2158168","WE DON'T BELONG HERE","DRAMA","LARGOMETRAJE","2017"
